rank,title,release,summary,metascore,userscore,link,img_url
2292,Once Upon a Mattress: Season 1,"December 18, 2005","Tony-winner Kathleen Marshall makes her TV directorial debut with this musical based on the fairy tale, ""The Princess and the Pea,"" which has been both a Broadway production in the late 1950s as well as a TV movie (twice previously).",55,4.8,https://www.metacritic.com/tv/once-upon-a-mattress/season-1,https://static.metacritic.com/images/products/tv/98w-tv.jpg
2293,Believe: Season 1,"March 10, 2014","""True Believer"" Milton Winter (Delroy Lindo) must keep extraordinary 10-year-old Bo (Johnny Sequoyah) safe from dangerous forces and recruits Tate (Jake McLaughlin), a wrongly convicted inmate, to help keep them one step ahead in this drama created by Alfonso Cuarón and Mark Friedman.",55,7.3,https://www.metacritic.com/tv/believe/season-1,https://static.metacritic.com/images/products/tv/0/8edef61c4ba2cc0c52c864241c911a5c-98.jpg
2294,Monday Mornings: Season 1,"February 4, 2013","Doctors at the fictional Chelsea General Hospital in Portland, Oregon, are held accountable for ethically or morally wrong medical decisions in front of the chief of staff, Dr. Harding Hooten (Alfred Molina) and their colleagues in the medical drama based on Dr. Sanjay Gupta's book of the same name.",55,7.7,https://www.metacritic.com/tv/monday-mornings/season-1,https://static.metacritic.com/images/products/tv/4/e24c88adbad2f885d39197ebd1dd9bdf-98.jpg
2295,Miracle Workers: Season 1,"March 6, 2006",Two patients undergo life-changing medical procedures (paid for by the show) in each episode of this feel-good medical reality series.,55,6.7,https://www.metacritic.com/tv/miracle-workers/season-1,https://static.metacritic.com/images/products/tv/98w-tv.jpg
2296,I Feel Bad: Season 1,"September 19, 2018",Emet (Sarayu Blue) is a working mom trying to have it all in this Amy Poehler executive produced comedy based on a book by Orli Auslander.,55,4.3,https://www.metacritic.com/tv/i-feel-bad/season-1,https://static.metacritic.com/images/products/tv/7/35f22f6dececed9541c669410efdf04c-98.jpg
2297,The Mosquito Coast: Season 1,"April 30, 2021","The Neil Cross adaptation of the Paul Theroux novel of the same name (which was also made into a 1986 film), follows inventor Allie Fox (Justin Theroux) as he and his family go on the run from the U.S. government to Mexico.",55,7.0,https://www.metacritic.com/tv/the-mosquito-coast/season-1,https://static.metacritic.com/images/products/tv/8/080f1471f8b344f273207f482fd7aba0-98.jpg
2298,Clarice: Season 1,"February 11, 2021","FBI Agent Clarice Starling (Rebecca Breeds) returns to work six months after the events of ""The Silence of the Lambs"" in the series co-created by Alex Kurtzman and Jenny Lumet.",55,3.6,https://www.metacritic.com/tv/clarice/season-1,https://static.metacritic.com/images/products/tv/5/f297f08be5dd210c899db1cb2ad6e560-98.jpg
2299,Nancy Drew (2019): Season 1,"October 9, 2019",18-year-old Nancy Drew (Kennedy McMann) was ready to leave for college when the death of her mother delays her plans and she becomes involved in a murder investigation in the series based on the classic mystery novels.,55,5.1,https://www.metacritic.com/tv/nancy-drew-2019/season-1,https://static.metacritic.com/images/products/tv/0/818fb0260e786b6ff078536ce9158936-98.jpg
2300,Station 19: Season 1,"March 22, 2018","The second spinoff of Grey's Anatomy focuses on Seattle Fire Station 19 where Captain Pruitt Herrera (Miguel Sandoval) and his crew of firefighters and EMTs: Andy Herrera (Jaina Lee Ortiz), Dr. Ben Warren (Jason George), Jack Gibson (Grey Damon), Victoria Hughes (Barrett Doss), Ryan Tanner (Alberto Frezza), Travis Montgomery (Jay Hayden), Dean Miller (Okieriete Onaodowan), and Maya Bishop (Danielle Savre), work 24-hour shifts.",55,3.9,https://www.metacritic.com/tv/station-19/season-1,https://static.metacritic.com/images/products/tv/0/7e401ee8d544108dd7566cbd7e84cd61-98.jpg
2301,Snowpiercer: Season 1,"May 17, 2020","The long-gestating series based on the 2013 film by Bong Joon Ho finds  humans living on perpetually running trains for over seven years after the world froze but after so many years, class divisions have brought tensions to a breaking point.",55,6.6,https://www.metacritic.com/tv/snowpiercer/season-1,https://static.metacritic.com/images/products/tv/6/69c735a33a127fea8d0f94f2799fc975-98.jpg
2302,NCIS: New Orleans: Season 1,"September 23, 2014","The New Orleans NCIS field office is led by Special Agent Dwayne Pride (Scott Bakula) and his team that includes Special Agent Christopher LaSalle (Lucas Black), Special Agent Meredith “Merri” Brody (Zoe McLellan), and coroner Dr. Loretta Wade (CCH Pounder).",55,4.4,https://www.metacritic.com/tv/ncis-new-orleans/season-1,https://static.metacritic.com/images/products/tv/5/a920f14e104512f59fc886ec46ccf558-98.jpg
2303,Frank of Ireland: Season 1,"April 16, 2021","32-year-old Frank Marron (Brian Gleeson) lives with his mother (Pom Boyd) and plays childish pranks with his friend Doofus (Domhnall Gleeson) in this comedy from Brian and Domhnall Gleeson, and Michael Moloney.",55,4.5,https://www.metacritic.com/tv/frank-of-ireland/season-1,https://static.metacritic.com/images/products/tv/9/ab7115bed5b9958c0c76db53fab2098a-98.jpg
2304,The Art of More: Season 1,"November 19, 2015","Crackle's first scripted drama is set in the world of auction houses where former soldier Graham Connor (Christian Cooke) uses the connections he made while in Iraq to gain a mentor in eccentric art collector Arthur Davenport (Cary Elwes) and crosses paths with Roxanna Whitney (Kate Bosworth), the daughter of the CEO of an auction houses and Samuel Brukner (Dennis Quaid), a billionaire real estate mogul/collector.",55,4.4,https://www.metacritic.com/tv/the-art-of-more/season-1,https://static.metacritic.com/images/products/tv/9/f18635689df1fcc566baed28f2c83148-98.jpg
2305,41: Season 1,"June 14, 2012",The life of the 41st president George H.W. Bush is the subject of the HBO documentary from Jeffrey Roth.,55,tbd,https://www.metacritic.com/tv/41/season-1,https://static.metacritic.com/images/products/tv/7/147be2fa3a1a258c74e0b1ca4d6e9ad6-98.jpg
2306,The Cleveland Show: Season 1,"September 27, 2009",Seth MacFarlane spins off Cleveland Brown to his own show. He leaves Quahog with his son and makes a stopover to his Virginia hometown where he falls in love with his high school sweetheart.,55,3.9,https://www.metacritic.com/tv/the-cleveland-show/season-1,https://static.metacritic.com/images/products/tv/1/0d82b1fbdbb8c322872a1afce6686d7d-98.jpg
2307,Lovespring International: Season 1,"June 5, 2006",This improvised sitcom is set in a San Fernando Valley matchmaking agency.,55,8.2,https://www.metacritic.com/tv/lovespring-international/season-1,https://static.metacritic.com/images/products/tv/5/533ec7168fdec3b91da24901ac168779-98.jpg
2308,Dracula: Season 1,"October 25, 2013","This 10-episode take on Bram Stoker's classic novel is set in Victorian-era London, where Dracula (Jonathan Rhys Meyers) forms an unlikely alliance with Van Helsing (Thomas Kretschmann) to take down a shady criminal organization called the Order of the Dragon.",55,7.7,https://www.metacritic.com/tv/dracula/season-1,https://static.metacritic.com/images/products/tv/8/e29cbd17c9a56bfad95b948262a71db3-98.jpg
2309,Melrose Place: Season 1,"September 8, 2009",The 1990s Aaron Spelling soap returns with Dr. Michael Mancini (Thomas Calabro) and with Sydney Andrews (Laura Leighton) as the new landlady.,55,5.9,https://www.metacritic.com/tv/melrose-place/season-1,https://static.metacritic.com/images/products/tv/6/6746b28c043f871a935261f477cbd40c-98.jpg
2310,The Wheel of Time: Season 1,"November 19, 2021","Moiraine (Rosamund Pike), a member of a powerful all-female organization and five young people, one who is prophesied to be the one who could save or destroy the world, begin a long journey in this adaptation of the Robert Jordan's novel series of the same name.",55,6.9,https://www.metacritic.com/tv/the-wheel-of-time/season-1,https://static.metacritic.com/images/products/tv/5/b23522456a381ce979541a16971a9578-98.jpg
2311,The Guest Book: Season 1,"August 3, 2017",Guests staying at a mountain vacation home is at the center of this anthology comedy series from Greg Garcia.,55,6.8,https://www.metacritic.com/tv/the-guest-book/season-1,https://static.metacritic.com/images/products/tv/0/0f3e9bd10d7b4b233e43b0a5e1e212e8-98.jpg
2312,The Girl Before,"February 10, 2022","Jane (Gugu Mbatha-Raw) moves into a house designed by architect (David Oyelowo), but there are very specific rules she must follow in this adaptation of JP Delaney’s novel of the same name.

[Premiered originally in the UK on BBC One on 19 Dec 2021 and in the US on HBO Max on 10 Feb 2022]",55,tbd,https://www.metacritic.com/tv/the-girl-before/season-1,https://static.metacritic.com/images/products/tv/5/0a56542e4547923d8d56be27a4c26aad-98.jpg
2313,Lizzie Borden Took an Ax,"January 25, 2014",The infamous murder trial of Lizzie Borden (Christina Ricci) for the killing of her father and stepmother in 1892 is dramatized in this TV movie.,55,6.1,https://www.metacritic.com/tv/lizzie-borden-took-an-ax/season-1,https://static.metacritic.com/images/products/tv/8/1b8f6530aa1300ba5c1fc1b09592029b-98.jpg
2314,Peter Pan Live!,"December 4, 2014","After the success of the live production of the Sound of Music, NBC returns with Allison Williams as the boy who never wanted to grow up and Christopher Walken as Captain Hook.",55,3.8,https://www.metacritic.com/tv/peter-pan-live!/season-1,https://static.metacritic.com/images/products/tv/9/697048e9c4bef44c59a728f44b48bdd0-98.jpg
2315,Killing Eve: Season 4,"February 27, 2022","The fourth and final season of the drama series find Eve, Villanelle and Carolyn with very different goals.",55,6.1,https://www.metacritic.com/tv/killing-eve/season-4,https://static.metacritic.com/images/products/tv/1/eabf97b2511120a794c1f63e33cc90cf-98.jpg
2316,The Bastard Executioner: Season 1,"September 15, 2015","Wilkin Brattle (Lee Jones), a former knight in charge for King Edward I, who after many wars decides to give up his role only to receive a divine message to become an executioner.",55,6.1,https://www.metacritic.com/tv/the-bastard-executioner/season-1,https://static.metacritic.com/images/products/tv/1/40c008888a511fb870d7368acb96b17a-98.jpg
2317,Marvel's The Punisher: Season 1,"November 17, 2017",The Daredevil spin-off follows Frank Castle/The Punisher (Jon Bernthal) as he tracks down a hacker named Micro (Ebon Moss-Bachrach) to locate those who killed his family while Homeland Security agent Dinah Madani (Amber Rose Revah) tries to locate Frank.,55,8.1,https://www.metacritic.com/tv/marvels-the-punisher/season-1,https://static.metacritic.com/images/products/tv/1/96216c69cec424a7321643e0923505d2-98.jpg
2318,Snatch (2017): Season 1,"March 16, 2017","A group of 20-something small-time con artists including Charlie Cavendish (Rupert Grint), Albert Hill (Luke Pasqualino), Billy Ayres (Lucien Laviscount), and Lotti Mott (Phoebe Dynevor) end up as targets of organized crime after they find a truck full of stolen gold bullion in this drama based loosely on the 2000 film of the same name.",55,4.6,https://www.metacritic.com/tv/snatch-2017/season-1,https://static.metacritic.com/images/products/tv/3/579c180145e6f2bdb5cae2d1c58980f6-98.jpg
2319,Love in the Time of Corona,"August 22, 2020","The two-night, four-part limited drama series filmed remotely follows three married couples and a pair of roommates, as they deal with love and life under quarantine.",55,tbd,https://www.metacritic.com/tv/love-in-the-time-of-corona/season-1,https://static.metacritic.com/images/products/tv/9/3f76862b24e5630f69f4fa6b05259c9d-98.jpg
2320,Bones: Season 1,"September 13, 2005","Fox's first police procedural is inspired by real-life forensic anthropologist and novelist Kathy Reichs. Its female lead (Deschanel) solves crimes by investigating skeletal remains, aided (or hindered) by her FBI partner (Boreanaz).",55,7.3,https://www.metacritic.com/tv/bones/season-1,https://static.metacritic.com/images/products/tv/7/750a4aba00d70fc896b614ceaa01f434-98.jpg
2321,A.D.: The Bible Continues: Season 1,"April 5, 2015","The miniseries from Mark Burnett and Roma Downey begins with the effects of the Crucifixion of Jesus (Juan Pablo di Pace) on his disciples, his mother Mary (Greta Scacchi), Mary Magdalene (Chipo Chung), and other old world leaders.",55,5.3,https://www.metacritic.com/tv/ad-the-bible-continues/season-1,https://static.metacritic.com/images/products/tv/9/b145fc880874a8e523120dc29fd0d66f-98.jpg
2322,Jersey Shore: Season 2,"July 29, 2010","Snooki, The Situation, Pauly D, and J-Woww head down the coast to Florida for the second season, where they meet up with an old friend.",55,2.4,https://www.metacritic.com/tv/jersey-shore/season-2,https://static.metacritic.com/images/products/tv/8/90f64985f0ef914fb19c32b1caf63dc3-98.jpg
2323,And Just Like That...: Season 1,"December 9, 2021","Now in their 50s, Carrie (Sarah Jessica Parker), Miranda (Cynthia Nixon) and Charlotte (Kristin Davis) are back, this time on HBO Max in the Sex and the City sequel series.",55,3.2,https://www.metacritic.com/tv/and-just-like-that/season-1,https://static.metacritic.com/images/products/tv/4/dc3f6ebd81beb81c37de5f909d52598a-98.jpg
2324,Charmed (2018): Season 1,"October 14, 2018","Still reeling from their mother's death, Mel (Melonie Diaz) and her younger sister Madison (Sarah Jeffery) discover they have an older sister named Macy (Madeleine Mantock). Soon after, all three start manifesting powers and are told they are witches who must protect the world from demons in this reboot of the WB series from Jennie Snyder Urman, Amy Rardin and Jessica O’Toole.",55,2.6,https://www.metacritic.com/tv/charmed-2018/season-1,https://static.metacritic.com/images/products/tv/0/bd91a80f5177177f125c8bd04b7cab1f-98.jpg
2325,Grimm: Season 1,"October 28, 2011",Detective Nick Burkhardt (David Giuntoli) learns he descends from an ancient family who is in charge of keeping humans safe from creatures that were described in the Grimm's fairy tales.,55,7.9,https://www.metacritic.com/tv/grimm/season-1,https://static.metacritic.com/images/products/tv/3/810ea203e9db1473c9eac2a04a0bfad8-98.jpg
2326,The Secret Life of Marilyn Monroe: Season 1,"May 30, 2015","Based on J. Randy Taraborrelli's novel, Marilyn Monroe (Kelli Garner) struggles with fame, her husbands, her mental illness, and always haunted by her mother Gladys (Susan Sarandon), who was secretly institutionalized.",55,tbd,https://www.metacritic.com/tv/the-secret-life-of-marilyn-monroe/season-1,https://static.metacritic.com/images/products/tv/0/2497639c2ec69026a1fdd5ad383803eb-98.jpg
2327,Marlon: Season 1,"August 16, 2017",Marlon (Marlon Wayans) is a father with two children and an ex-wife in this comedy loosely inspired by the comedian's real life.,55,5.3,https://www.metacritic.com/tv/marlon/season-1,https://static.metacritic.com/images/products/tv/8/403e2f7e87a518389edc82a7fd60d2e6-98.jpg
2328,The Guardian: Season 1,"September 25, 2001","Simon Baker stars as Nick Fallin, a Pittsburgh lawyer sentenced to 1,500 hours of community service after a drug conviction. Dabney Coleman co-stars as his father and boss at the law firm.",55,tbd,https://www.metacritic.com/tv/the-guardian/season-1,https://static.metacritic.com/images/products/tv/6/c6d92325f2b14dbba0942ec70daaac1b-98.jpg
2329,The Others: Season 1,"February 12, 2000","College student Marian Kitt is terrified to discover that she has the power to see into the ""other side."" Word of Marian's vision spreads to Professor Miles Ballard, a student of paranormal and psychic phenomena. He introduces Marian to The Others, a group of individuals with the ability to vicariously experience the feelings, thoughts and experiences of others, and to help them understand paranormal phenomena. Famed medium Elmer Greentree is their spiritual leader and a mentor figure for Marian, whose potential to see ""all of the light"" is strong. With Marian now among them, they will help each other understand their abilities as they encounter otherworldly, often frightening, alternative dimensions. And all the while, a dark force looms over them.",55,tbd,https://www.metacritic.com/tv/the-others/season-1,https://static.metacritic.com/images/products/tv/3/d99496ad4974dd32a7cdf1ea4ad21b81-98.jpg
2330,Manifest: Season 1,"September 24, 2018","When the passengers and crew of Montego Air Flight 828 land, they are surprised to learn five years had passed since they took flight in this drama from Robert Zemeckis and Jack Rapke.",55,6.7,https://www.metacritic.com/tv/manifest/season-1,https://static.metacritic.com/images/products/tv/6/9e3ed331d067049df480f046a269bf8c-98.jpg
2331,Zoo: Season 1,"June 30, 2015","Jackson Oz (James Wolk), a biologist shunned by the scientific community for his claims of violent animal attacks becomes the key to trying to end a global pandemic that causes animals to coordinate their vicious attacks on humans in this thriller based on James Patterson's novel of the same name.",55,5.8,https://www.metacritic.com/tv/zoo/season-1,https://static.metacritic.com/images/products/tv/4/05a05ca848bf3ef68a55ac3b19bc5bf9-98.jpg
2332,The Rocky Horror Picture Show: Let’s Do the Time Warp Again,"October 20, 2016","Tim Curry returns as the Criminologist Narrator in this remake of the movie musical executive produced by Lou Adler, Gail Berman, and Kenny Ortega. Janet Weiss (Victoria Justice) and Brad Majors (Ryan McCartan) end up at Dr. Frank-N-Furter's (Laverne Cox) house where the birth of Rocky Horror (Staz Nair) is the highlight of her annual Transylvanian science convention.",55,2.6,https://www.metacritic.com/tv/the-rocky-horror-picture-show-lets-do-the-time-warp-again/season-1,https://static.metacritic.com/images/products/tv/3/12d3ff5510764c0dafff313e34735bb7-98.jpg
2333,Too Old to Die Young: Season 1,"June 14, 2019","The crime drama co-written by Ed Brubaker and Nicolas Winding Refn follows police officer Martin (Miles Teller) as he searches for the man who shot his partner and finds himself in Los Angeles' underworld that includes hit men and assassins associated with the Mexican cartel, local teen gangs, the Russian mafia, or the Yakuza.",55,7.2,https://www.metacritic.com/tv/too-old-to-die-young/season-1,https://static.metacritic.com/images/products/tv/1/4c5d29caa05847adbb9cf5e887f78ebc-98.jpg
2334,Dollface: Season 1,"November 15, 2019","Recently dumped by her boyfriend, Jules (Kat Dennings) has to rebuild her relationships with the friends she had shut out before in this comedy created by writer Jordan Weiss.",54,5.5,https://www.metacritic.com/tv/dollface/season-1,https://static.metacritic.com/images/products/tv/9/5dcf0f699b3be96d55bc4a4de97f9a0e-98.jpg
2335,The Cape: Season 1,"January 9, 2011",Vince Faraday is a policeman who was framed for murder and takes on the disguise of his son's favorite superhero to clear his name.,54,6.5,https://www.metacritic.com/tv/the-cape/season-1,https://static.metacritic.com/images/products/tv/3/97e41faf6f249023ba7db255ba6972d1-98.jpg
2336,The Brave: Season 1,"September 25, 2017","Originally called For God and Country, the military drama focuses on a Special Ops team led by Commander Michael Dalton (Mike Vogel) as they seek a kidnapped American doctor with intelligence support from Patricia Campbell (Anne Heche), Deputy Director of the Defense Intelligence Agency and her analysts in D.C.",54,7.6,https://www.metacritic.com/tv/the-brave/season-1,https://static.metacritic.com/images/products/tv/0/55fcfc209d6f457460b8eac93c0485e7-98.jpg
2337,Mayor of Kingstown: Season 1,"November 14, 2021","Prisons are the lifeblood of the small Michigan town and brothers Mike and Mitch McLusky (Jeremy Renner and Kyle Chandler) try to keep the peace by using their influence on the police, the prison, and politicians in this drama series co-created by Taylor Sheridan and Hugh Dillon.",54,7.3,https://www.metacritic.com/tv/mayor-of-kingstown/season-1,https://static.metacritic.com/images/products/tv/1/289e81300e2697c6a736ddf8d3432dd6-98.jpg
2338,Intelligence (2020): Season 1,"July 15, 2020","NSA agent Jerry Bernstein (David Schwimmer) is transferred to GCHQ, the UK's NSA-like equivalent. Computer analyst Joseph Harries (Nick Mohammed) helps Jerry in his attempt to take over control in this comedy written by Mohammed.

[Premiered originally in the UK on 21 Feb 2020 on Sky One]",54,4.0,https://www.metacritic.com/tv/intelligence-2020/season-1,https://static.metacritic.com/images/products/tv/3/178933f96b4be72111a1be8bc0433839-98.jpg
2339,Drunk History: Season 1,"July 9, 2013","Jack Black, Michael Cera, Dave Grohl, Winona Ryder, and Kristen Wiig are some of actors on the comedy show based on the Funny Or Die concept where historical reenactments are explained by drunk narrators.",54,6.6,https://www.metacritic.com/tv/drunk-history/season-1,https://static.metacritic.com/images/products/tv/2/61b56a9726782144dae3c2c534c6d7e2-98.jpg
2340,Law & Order: Criminal Intent: Season 1,"September 30, 2001","""In New York City's war on crime, the worst criminal offenders are pursued by the detectives of the Major Case Squad. These are their stories.""

Groundbreaking producer Dick Wolf presides over his popular, Emmy Award-winning Law & Order franchise with Law & Order: Criminal Intent, broadcast on NBC during its first six seasons and then moved to NBC Universal sibling USA Network beginning with season seven. This legal crime drama is unique among the other franchise programs in that it offers an additional dimension by exposing major crimes from the criminal's perspective. Vincent D'Onofrio stars as Det. Robert Goren, an exceptionally bright homicide investigator with well-honed instincts that match up favorably with his criminal quarry. Likewise, his partner, Det. Alexandra Eames (Kathryn Erbe), brings an independence and stylish edge to her work that meshes well in tandem with Goren.

In the fifth season, they were joined by Det. Mike Logan (Chris Noth), who had finally worked his way back from a ten-year exile to Staten Island.

Logan has worked with three partners. Carolyn Barak (Annabella Sciorra) was introduced in the fifth season as the meticulous and measured counterpart to the fiery Logan. Megan Wheeler (Julianne Nicholson) joined major case in the sixth season as an equally brainy detective but with a bit of a wild side. Nola Falacci (Alicia Witt) worked with Logan for part of the seventh season while Wheeler was on another assignment (Nicholson's maternity leave). A hot-headed Irish-Italian mix, Falacci gave Logan a turn as the level-headed partner. Goren also worked briefly with another detective, G. Lyn Bishop (Samantha Buck), while Eames was on maternity leave (Erbe's real maternity leave).

Their commanding officer during the first five seasons, Capt. James Deakins (Jamey Sheridan), was a competent but ambitious political character who knew how to survive and thrive behind the scenes. All of them often butted heads with the no-nonsense Assistant District Attorney Ron Carver (Courtney B. Vance), a stickler for the crucial legal details for the first five seasons.

The sixth season introduced Eric Bogosian as Capt. Danny Ross to replace Jamey Sheridan. There was no replacement for the A.D.A. character.

René Balcer, a ten-year veteran of the original Law & Order series, developed Law & Order: Criminal Intent and served as head writer, executive producer and showrunner for the first five seasons. Warren Leight took over as showrunner and executive producer in seasons six and seven. Peter Jankowski and Norberto Barba are also executive producers.",54,8.5,https://www.metacritic.com/tv/law-order-criminal-intent/season-1,https://static.metacritic.com/images/products/tv/8/952b708c9281d95cf47b38a4d37721e6-98.jpg
2341,Fam: Season 1,"January 10, 2019",Clem (Nina Dobrev) and her fiancé Jay's (Tone Bell) new life together is disrupted when Clem's half-sister Shannon (Odessa Adlon) arrives seeking escape from their father (who Clem claimed had died).,54,5.8,https://www.metacritic.com/tv/fam/season-1,https://static.metacritic.com/images/products/tv/3/c6242b60ae218fcea79fca2298ef2bba-98.jpg
2342,Panic: Season 1,"May 28, 2021","After the rules are changed for its yearly challenge, graduating seniors in a small Texas town must decide if they are willing to risk everything for a chance for a better life in this drama written and created by Lauren Oliver (who also wrote the novel it is based on).",54,6.8,https://www.metacritic.com/tv/panic/season-1,https://static.metacritic.com/images/products/tv/1/d4ef63e8a5608c8e8432532ed18f1300-98.jpg
2343,Hemingway and Gellhorn,"May 28, 2012",The romance between Ernest Hemingway (Clive Owen) and novelist/war correspondent Martha Gellhorn (Nicole Kidman) is depicted in this HBO movie.,54,6.2,https://www.metacritic.com/tv/hemingway-and-gellhorn/season-1,https://static.metacritic.com/images/products/tv/3/ad90007b204912071549ceba1dcdfa31-98.jpg
2344,Fear the Walking Dead: Season 2,"April 10, 2016",The second season expands to 15 episodes (although the latter eight episodes will air in the fall) as the survivors find the ocean is no refuge from the zombies.,54,5.5,https://www.metacritic.com/tv/fear-the-walking-dead/season-2,https://static.metacritic.com/images/products/tv/7/8138406ff741baf43c46f3646af00b1b-98.jpg
2345,Forever (2014): Season 1,"September 22, 2014",New York City medical examiner Dr. Henry Morgan (Ioan Gruffudd) seeks the answers to his immortality as he helps Detective Jo Martinez (Alana de la Garza) solve cases.,54,8.3,https://www.metacritic.com/tv/forever-2014/season-1,https://static.metacritic.com/images/products/tv/7/35b66f2084c522a7d3d20e0035bf2ce2-98.jpg
2346,Coco Chanel,"September 13, 2008",The life and loves of the famous fashion icon Coco Chanel (Shirley MacLaine) is explored in this TV movie from Lifetime.,54,7.8,https://www.metacritic.com/tv/coco-chanel/season-1,https://static.metacritic.com/images/products/tv/5/2699f0ed24b2ff46afe8dcda62e86899-98.jpg
2347,The District: Season 1,"October 7, 2000","A drama inspired by the real-life experiences of former New York Deputy Police Commissioner Jack Maple, The District revolves around Jack Mannion (Craig T. Nelson), a tenacious champion of the underdog and an avowed crime-fighter, whose revolutionary tactics have resulted in a 50-percent drop in crime, first in Boston, then in Newark, N.J. His latest challenge is Washington, D.C., which, despite being home to more law enforcement agencies than any other city on the planet, is riddled with crime and has a local police department that is demoralized and ineffective. Appointed Chief of Police by the mayor, Mannion works closely at Police Headquarters with Deputy Chief Joe Noland (Roger Aaron Brown). In his quest to ""make crime a thing of the past,"" Mannion has recruited Temple Page (Sean Patrick Thomas), a young detective on the force who is Mannion's eyes and ears on the most crime-ridden, drug-infested streets in America. Nancy Parras (Elizabeth Marvel), an intuitive officer, rounds out the chief's inner circle. Kevin Debreno Jonathan LaPaglia, the newest member of Mannion's unit, continues to challenge himself and his partner, Temple, at every turn. Together, Mannion and his team form a modern-day ""Untouchables,"" determined to make the District livable for all its citizens. The District premiered in October 2000 and was the most watched show on Saturday nights until May 2004, often managing to reach the top 20 in its first season. Unfortunately the show has suffered many losses in its short history, including creator Jack Maple and actress Lynne Thigpen.

In May 2004, CBS decided to scrap their Saturday lineup, cancelling fellow Saturday show Hack. The District lasted 4 successful seasons.

CBS Broadcast History

October 2000 - May 2002 --- Saturdays 10pm/9c
September 2002 - May 2003 --- Saturdays 9pm/8c
September 2003 - May 2004 --- Saturdays 10pm/9c

USA Network Re-Broadcast History

September 2004 - December 2005 ---Weekdays 11 AM/10c & 12 PM/11c (Subject to change without knowing for specials, movies, etc)

January 2006 - ---Tuesdays/Wednesdays 3 AM/2c & Weekdays 9 AM/8c (Subject to change without knowing for specials, movies, etc)",54,tbd,https://www.metacritic.com/tv/the-district/season-1,https://static.metacritic.com/images/products/tv/8/ad5eb12903e4cb85e3e1869fe623b55e-98.jpg
2348,King of the Nerds: Season 1,"January 17, 2013","11 competitors battle for the title of king of the nerds and a $100,000 prize on this reality show hosted by Revenge of the Nerds actors Robert Carradine and Curtis Armstrong.",54,6.0,https://www.metacritic.com/tv/king-of-the-nerds/season-1,https://static.metacritic.com/images/products/tv/8/d37683c4434af6900c2261c3657a00c8-98.jpg
2349,Brothers: Season 1,"September 25, 2009",A football player returns home after his brother becomes wheelchair bound.,54,5.8,https://www.metacritic.com/tv/brothers/season-1,https://static.metacritic.com/images/products/tv/5/6d1633279912e58f68068f9d522d2ec0-98.jpg
2350,Breaking In: Season 1,"April 6, 2011","Christian Slater is Oz, the owner of a security firm, who hires the college student who tried to hack into his school's systems to join his team of security experts.",54,7.2,https://www.metacritic.com/tv/breaking-in/season-1,https://static.metacritic.com/images/products/tv/6/83dcd10fb64f20886cd17a3d157aa395-98.jpg
2351,Into the Badlands: Season 1,"November 15, 2015","Loosely based on Journey To The West, warrior Sunny (Daniel Wu) and a young boy named M.K. (Aramis Knight) must travel across the Badlands controlled by seven barons in a post-apocalyptic America in this martial arts drama from Alfred Gough and Miles Millar.",54,8.2,https://www.metacritic.com/tv/into-the-badlands/season-1,https://static.metacritic.com/images/products/tv/6/75a8bde56d3e49f9c3e5174819ee88d7-98.jpg
2352,Yellowstone (2018): Season 1,"June 20, 2018","John Dutton (Kevin Costner) and his family deal with numerous issues involved with owning the largest ranch in the US including politicians, land/oil developers, an Indian reservation, and its neighbor, Yellowstone Park.",54,6.8,https://www.metacritic.com/tv/yellowstone-2018/season-1,https://static.metacritic.com/images/products/tv/8/5faa6c7b01582d684ddbff5697e3925f-98.jpg
2353,Human Trafficking,"October 24, 2005",Lifetime's first original miniseries examines the international sexual slavery trade through a series of interconnected stories.,54,8.7,https://www.metacritic.com/tv/human-trafficking/season-1,https://static.metacritic.com/images/products/tv/0/451fe7a214b0409d3c2caaf4d9b8be35-98.jpg
2354,Mr. Sunshine: Season 1,"February 9, 2011","Ben Donovan (Matthew Perry), a self-centered manager of a San Diego sports arena, struggles to control his staff and appease his boss.",54,6.4,https://www.metacritic.com/tv/mr-sunshine/season-1,https://static.metacritic.com/images/products/tv/0/19d25281de2fb54c037219303f6c0ada-98.jpg
2355,More to Love: Season 1,"July 28, 2009",Fox tries its hand at a dating reality show with a 330-pound bachelor looking for love.,54,5.6,https://www.metacritic.com/tv/more-to-love/season-1,https://static.metacritic.com/images/products/tv/2/d7dda0eb2f1db5715efceb5dac80caf0-98.jpg
2356,Dog Bites Man: Season 1,"June 7, 2006","This semi-improvised, mockumentary-style comedy follows a fake four-person news team from fictional station KHBX in Spokane, Wash., who hit the streets to interview real people and report on real stories.",54,8.2,https://www.metacritic.com/tv/dog-bites-man/season-1,https://static.metacritic.com/images/products/tv/6/fec4055915bf91501f6b1fed3f35b076-98.jpg
2357,Love Life: Season 1,"May 27, 2020",Darby (Anna Kendrick) searches for love in New York in this anthology series created by Sam Boyd.,54,4.9,https://www.metacritic.com/tv/love-life/season-1,https://static.metacritic.com/images/products/tv/6/e76f29640e4ad9e99e0f6459c387bbaa-98.jpg
